dataset	method	best_threshold	balanced_accuracy_mean	balanced_accuracy_std	auc_mean	auc_std	sensitivity_mean	sensitivity_std	specificity_mean	specificity_std	mean_logistic_coef	mean_logistic_intercept	implied_corrected_gai_cutoff
results_GGMP_gai	logistic_prob_threshold	0.805	0.8108679672144415	0.006751102071003479	0.7081192298559207	0.015260465129149994	0.6402331182486474	0.019955349297237687	0.9815028161802356	0.008669871389747109	-0.055683732641851946	1.2903222636597353	-2.290084538967077
results_GGMP_gai	direct_gai_threshold	-2.3361846358986043	0.8101652265988506	0.006177917976299526	0.7081192298559207	0.015260465129149994	0.6379017110915399	0.017559657213221683	0.9824287421061616	0.008910890984605242			
